"date_time","channel","sp_title","category","sport","subsport","gender","length","description"
2026-01-02 22:05:00,"Teledeporte","Mundial",NA,"Mundial",NA,NA,187,"Argentina o Francia, ¿quién estampará la tercera estrella sobre su escudo? El inolvidable mes de fútbol en Catar culmina con la coronación del campeón. Los galos defienden título y no lo cederán fácilmente. Los focos sobre Messi y Mbappé, iconos de este Mundial."
2026-01-03 00:48:00,"Teledeporte","Liga U",NA,"Otros",NA,NA,102,"Competición sub-22 que tiene como objetivo la formación de los nuevos valores del baloncesto español. 15 equipos disputan esta edición con Real Madrid, Barcelona y Valencia Basket como principales favoritos."
2026-01-03 02:30:00,"Teledeporte","Copa del Rey 10/11: Barcelona-Real Madrid",NA,"Copa del Rey",NA,NA,135,"Han tenido que pasar 21 años para que los dos colosos del fútbol español coincidan de nuevo en una final de la Copa del Rey. Mestalla es el escenario de una batalla donde ya no valen las pruebas ni los precedentes. Solo ganar y levantar el título ante el máximo rival."
2026-01-03 04:45:00,"Teledeporte","Copa del Rey",NA,"Copa del Rey",NA,NA,120,"La Cartuja acoge un año más la gran fiesta del fútbol español. Dos equipos con la ilusión por bandera pelean por el título de Copa del Rey. El Athletic, que quiere reverdecer laureles en su competición fetiche; y el Mallorca, decidido a repetir su triunfo de 2003."
2026-01-03 07:15:00,"Teledeporte","Vintage a lo Grande",NA,"General",NA,NA,165,"Paco Grande conduce este espacio que profundiza en el archivo documental de Televisión Española. La historia del deporte ilustrada con las imágenes de la época."
2026-01-03 10:00:00,"Teledeporte","El pebetero",NA,"Juegos Olímpicos",NA,NA,55,"Los y las protagonistas del deporte español se sientan a charlar en un espacio olímpico conducido por Juan Carlos Rivero y acompañado de la mano de cuatro periodistas que aportan miradas diversas y cercanas. Un encuentro semanal con el espíritu olímpico."
2026-01-03 10:55:00,"Teledeporte","Primera División de Fútbol Sala F",NA,"Fútbol sala",NA,NA,120,"Dieciséis equipos componen la Primera Iberdrola de Fútbol Sala, la máxima competición femenina del país. Tras 30 jornadas de liga regular, los cuatro mejores equipos pelean en las eliminatorias por el título. El Futsi de Navalcarnero defiende corona."
2026-01-03 12:55:00,"Teledeporte","United Cup",NA,"Otros",NA,NA,105,"La ATP y la WTA unen fuerzas para la disputa de la United Cup, un torneo mixto con el que se da el pistoletazo de salida a la nueva temporada. Los jugadores compiten defendiendo a sus respectivos países. Estados Unidos defiende título."
2026-01-03 14:40:00,"Teledeporte","United Cup",NA,"Otros",NA,NA,105,"La ATP y la WTA unen fuerzas para la disputa de la United Cup, un torneo mixto con el que se da el pistoletazo de salida a la nueva temporada. Los jugadores compiten defendiendo a sus respectivos países. Estados Unidos defiende título."
2026-01-03 16:15:00,"Teledeporte","Deportes 1",NA,"General",NA,NA,5,"Actualidad deportiva diaria nacional e internacional."
2026-01-03 16:20:00,"Teledeporte","Supercopa de España de fútbol sala",NA,"Fútbol sala",NA,NA,125,"El Palau Municipal d'Esports de Son Moix, en Palma, acoge la Supercopa de España de fútbol sala. El torneo, con formato de final a cuatro, reúne a Cartagena (defensor del título), Peñíscola, Inter y Palma Futsal."
2026-01-03 18:25:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,15,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-03 18:40:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,10,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-03 18:50:00,"Teledeporte","Supercopa de España de fútbol sala",NA,"Fútbol sala",NA,NA,125,"El Palau Municipal d'Esports de Son Moix, en Palma, acoge la Supercopa de España de fútbol sala. El torneo, con formato de final a cuatro, reúne a Cartagena (defensor del título), Peñíscola, Inter y Palma Futsal."
2026-01-03 20:50:00,"Teledeporte","Programa Rallye Dakar Resumen Jornada",NA,"Automovilismo",NA,NA,100,"El Dakar es una prueba que combina resiliencia y navegación extrema. Cada mes de enero, motos, coches y quads compiten en el desierto de Arabia Saudí."
2026-01-03 22:30:00,"Teledeporte","Estudio Estadio La Previa",NA,"Fútbol",NA,NA,30,"El emblemático espacio futbolístico de Televisión Española muestra los goles de la jornada con los resúmenes de los partidos."
2026-01-03 23:00:00,"Teledeporte","Estudio Estadio Solo Resúmenes",NA,"Fútbol",NA,NA,70,"El emblemático espacio futbolístico de Televisión Española muestra los goles de la jornada con los resúmenes de los partidos."
2026-01-04 00:14:00,"Teledeporte","Estudio Estadio El Debate",NA,"Fútbol",NA,NA,46,"El emblemático espacio futbolístico de Televisión Española debate sobre la actualidad deportiva. Para hacerlo, cuenta con un elenco de especialistas versados en las disputas dialécticas."
2026-01-04 01:00:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,10,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-04 01:10:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,10,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-04 01:20:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,10,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-04 01:30:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,10,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-04 01:45:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,10,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-04 02:00:00,"Teledeporte","Programa Rallye Dakar Resumen Jornada",NA,"Automovilismo",NA,NA,100,"El Dakar es una prueba que combina resiliencia y navegación extrema. Cada mes de enero, motos, coches y quads compiten en el desierto de Arabia Saudí."
2026-01-04 03:40:00,"Teledeporte","Vintage a lo Grande",NA,"General",NA,NA,17,"Paco Grande conduce este espacio que profundiza en el archivo documental de Televisión Española. La historia del deporte ilustrada con las imágenes de la época."
2026-01-04 03:57:00,"Teledeporte","Vintage a lo Grande",NA,"General",NA,NA,17,"Paco Grande conduce este espacio que profundiza en el archivo documental de Televisión Española. La historia del deporte ilustrada con las imágenes de la época."
2026-01-04 05:55:00,"Teledeporte","Vintage a lo Grande",NA,"General",NA,NA,17,"Paco Grande conduce este espacio que profundiza en el archivo documental de Televisión Española. La historia del deporte ilustrada con las imágenes de la época."
2026-01-04 07:52:00,"Teledeporte","Vintage a lo Grande",NA,"General",NA,NA,17,"Paco Grande conduce este espacio que profundiza en el archivo documental de Televisión Española. La historia del deporte ilustrada con las imágenes de la época."
2026-01-04 09:50:00,"Teledeporte","Mundial de ciclismo en carretera",NA,"Campeonato del Mundo",NA,NA,68,"El continente africano alberga por primera vez el Mundial de ciclismo en carretera. Kigali, capital de Ruanda, es el epicentro de esta cita histórica. En juego, los títulos contrarreloj y en ruta de las categorías masculina, femenina y sub-23."
2026-01-04 10:58:00,"Teledeporte","LF Endesa",NA,"Otros",NA,NA,58,"Los 16 mejores equipos femeninos de básquet luchan por el título de liga. La competición se divide en una primera fase regular en la que los mejores clasificados acceden a las eliminatorias por el título. El actual campeón es el Valencia Basket."
2026-01-04 11:56:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,59,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-04 12:55:00,"Teledeporte","Copa del mundo de ciclocross - Gavere",NA,"Otros",NA,NA,55,"La Copa del mundo de ciclocross recorre diferentes puntos de Europa en busca del especialista más completo. El belga Michael Vanthourenhout dominó la pasada campaña; en mujeres, la neerlandesa Lucinda Brand defiende título. La séptima manga se disputa en Gavere."
2026-01-04 13:50:00,"Teledeporte","Estudio Estadio Solo Resúmenes",NA,"Fútbol",NA,NA,90,"El emblemático espacio futbolístico de Televisión Española muestra los goles de la jornada con los resúmenes de los partidos."
2026-01-04 15:00:00,"Teledeporte","Estudio Estadio El Debate",NA,"Fútbol",NA,NA,46,"El emblemático espacio futbolístico de Televisión Española debate sobre la actualidad deportiva. Para hacerlo, cuenta con un elenco de especialistas versados en las disputas dialécticas."
2026-01-04 15:50:00,"Teledeporte","Supercopa de España de fútbol sala",NA,"Fútbol sala",NA,NA,145,"El Palau Municipal d'Esports de Son Moix, en Palma, acoge la Supercopa de España de fútbol sala. El torneo, con formato de final a cuatro, reúne a Cartagena (defensor del título), Peñíscola, Inter y Palma Futsal."
2026-01-04 18:15:00,"Teledeporte","United Cup",NA,"Otros",NA,NA,105,"La ATP y la WTA unen fuerzas para la disputa de la United Cup, un torneo mixto con el que se da el pistoletazo de salida a la nueva temporada. Los jugadores compiten defendiendo a sus respectivos países. Estados Unidos defiende título."
2026-01-04 20:00:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,59,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-04 20:05:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,59,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-04 20:10:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,59,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-04 20:15:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,59,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-04 20:20:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,59,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-04 20:30:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,90,"Un resumen de cada una de las etapas del Dakar."
2026-01-04 22:00:00,"Teledeporte","Estudio Estadio La Previa",NA,"Fútbol",NA,NA,60,"El emblemático espacio futbolístico de Televisión Española muestra los goles de la jornada con los resúmenes de los partidos."
2026-01-04 23:00:00,"Teledeporte","Estudio Estadio Solo Resúmenes",NA,"Fútbol",NA,NA,90,"El emblemático espacio futbolístico de Televisión Española muestra los goles de la jornada con los resúmenes de los partidos."
2026-01-05 00:25:00,"Teledeporte","Estudio Estadio El Debate",NA,"Fútbol",NA,NA,33,"El emblemático espacio futbolístico de Televisión Española debate sobre la actualidad deportiva. Para hacerlo, cuenta con un elenco de especialistas versados en las disputas dialécticas."
2026-01-05 00:58:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,112,"Un resumen de cada una de las etapas del Dakar."
2026-01-05 02:50:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 04:00:00,"Teledeporte","United Cup",NA,"Otros",NA,NA,60,"La ATP y la WTA unen fuerzas para la disputa de la United Cup, un torneo mixto con el que se da el pistoletazo de salida a la nueva temporada. Los jugadores compiten defendiendo a sus respectivos países. Estados Unidos defiende título."
2026-01-05 05:00:00,"Teledeporte","United Cup",NA,"Otros",NA,NA,60,"La ATP y la WTA unen fuerzas para la disputa de la United Cup, un torneo mixto con el que se da el pistoletazo de salida a la nueva temporada. Los jugadores compiten defendiendo a sus respectivos países. Estados Unidos defiende título."
2026-01-05 09:30:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,112,"Un resumen de cada una de las etapas del Dakar."
2026-01-05 11:30:00,"Teledeporte","Supercopa de España de fútbol sala",NA,"Fútbol sala",NA,NA,105,"El Palau Municipal d'Esports de Son Moix, en Palma, acoge la Supercopa de España de fútbol sala. El torneo, con formato de final a cuatro, reúne a Cartagena (defensor del título), Peñíscola, Inter y Palma Futsal."
2026-01-05 13:15:00,"Teledeporte","Estudio Estadio Solo Resúmenes",NA,"Fútbol",NA,NA,82,"El emblemático espacio futbolístico de Televisión Española muestra los goles de la jornada con los resúmenes de los partidos."
2026-01-05 14:25:00,"Teledeporte","Estudio Estadio El Debate",NA,"Fútbol",NA,NA,33,"El emblemático espacio futbolístico de Televisión Española debate sobre la actualidad deportiva. Para hacerlo, cuenta con un elenco de especialistas versados en las disputas dialécticas."
2026-01-05 15:15:00,"Teledeporte","United Cup",NA,"Otros",NA,NA,60,"La ATP y la WTA unen fuerzas para la disputa de la United Cup, un torneo mixto con el que se da el pistoletazo de salida a la nueva temporada. Los jugadores compiten defendiendo a sus respectivos países. Estados Unidos defiende título."
2026-01-05 17:00:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,112,"Un resumen de cada una de las etapas del Dakar."
2026-01-05 18:30:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-05 18:42:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-05 18:54:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-05 19:06:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-05 19:18:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-05 19:30:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 19:39:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 19:48:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 19:57:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 20:06:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 20:15:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 20:24:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 20:33:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 20:42:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 20:51:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,70,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-05 21:00:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,112,"Un resumen de cada una de las etapas del Dakar."
2026-01-05 23:00:00,"Teledeporte","Supercopa de España 1990",NA,"Otros",NA,NA,95,"Supercopa de España entre el campeón de Liga 1989/90, el Real Madrid, y el campeón de la Copa del Rey 1989-90, el F.C. Barcelona. Se jugó en partidos de ida y vuelta, el 5 de diciembre en Barcelona y el 12 de diciembre en Madrid."
2026-01-06 00:04:00,"Teledeporte","Supercopa de España 1990",NA,"Otros",NA,NA,96,"Supercopa de España entre el campeón de Liga 1989/90, el Real Madrid, y el campeón de la Copa del Rey 1989-90, el F.C. Barcelona. Se jugó en partidos de ida y vuelta, el 5 de diciembre en Barcelona y el 12 de diciembre en Madrid."
2026-01-06 01:40:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,120,"Un resumen de cada una de las etapas del Dakar."
2026-01-06 03:40:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 03:54:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 04:08:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 04:22:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 04:36:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 04:50:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 05:02:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 05:16:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 05:29:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 05:35:00,"Teledeporte","Supercopa de España de fútbol sala",NA,"Fútbol sala",NA,NA,115,"El Palau Municipal d'Esports de Son Moix, en Palma, acoge la Supercopa de España de fútbol sala. El torneo, con formato de final a cuatro, reúne a Cartagena (defensor del título), Peñíscola, Inter y Palma Futsal."
2026-01-06 07:30:00,"Teledeporte","LF Endesa",NA,"Otros",NA,NA,105,"Los 16 mejores equipos femeninos de básquet luchan por el título de liga. La competición se divide en una primera fase regular en la que los mejores clasificados acceden a las eliminatorias por el título. El actual campeón es el Valencia Basket."
2026-01-06 09:15:00,"Teledeporte","El pebetero",NA,"Juegos Olímpicos",NA,NA,45,"Los y las protagonistas del deporte español se sientan a charlar en un espacio olímpico conducido por Juan Carlos Rivero y acompañado de la mano de cuatro periodistas que aportan miradas diversas y cercanas. Un encuentro semanal con el espíritu olímpico."
2026-01-06 10:00:00,"Teledeporte","TDPedales",NA,"Ciclismo",NA,NA,62,"El ciclismo es uno de los deportes más duros y exigentes de todos los que se practican, algo que lo convierten en todo un espectáculo. Este espacio repasa la actualidad del mundo de la bicicleta."
2026-01-06 10:55:00,"Teledeporte","Primera División de Fútbol Sala F",NA,"Fútbol sala",NA,NA,125,"Dieciséis equipos componen la Primera Iberdrola de Fútbol Sala, la máxima competición femenina del país. Tras 30 jornadas de liga regular, los cuatro mejores equipos pelean en las eliminatorias por el título. El Futsi de Navalcarnero defiende corona."
2026-01-06 13:00:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,120,"Un resumen de cada una de las etapas del Dakar."
2026-01-06 15:00:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 15:12:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,14,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-06 15:25:00,"Teledeporte","Mundial",NA,"Mundial",NA,NA,170,"Argentina o Francia, ¿quién estampará la tercera estrella sobre su escudo? El inolvidable mes de fútbol en Catar culmina con la coronación del campeón. Los galos defienden título y no lo cederán fácilmente. Los focos sobre Messi y Mbappé, iconos de este Mundial."
2026-01-06 18:15:00,"Teledeporte","Copa del Rey",NA,"Copa del Rey",NA,NA,65,"La Copa del Rey, el torneo con más historia del fútbol español, repite formato con eliminatorias a partido único. El Barcelona es el equipo con más títulos en su haber (32), seguido por el Athletic (24) y el Real Madrid (20). Los azulgranas defienden corona."
2026-01-06 19:20:00,"Teledeporte","Supercopa de España 2012",NA,"Otros",NA,NA,100,"El primer clásico de la temporada llega muy pronto para ambos equipos. Casi sin acabar su puesta a punto, culés y merengues se dan cita en un encuentro lleno de tensión y emoción, que vuelve a poner cara a cara a Tito Vilanova y José Mourinho."
2026-01-06 21:00:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,120,"Un resumen de cada una de las etapas del Dakar."
2026-01-06 23:00:00,"Teledeporte","Supercopa de España 2012",NA,"Otros",NA,NA,100,"El error de Víctor Valdés permitió salir al Real Madrid con vida del Camp Nou. Con el 3-2 del partido de ida a favor de los azulgranas, la Supercopa sigue abierta y ambos conjuntos tienen opciones de hacerse con el primer torneo de la temporada."
2026-01-07 00:40:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,120,"Un resumen de cada una de las etapas del Dakar."
2026-01-07 02:40:00,"Teledeporte","Copa del Rey",NA,"Copa del Rey",NA,NA,65,"La Copa del Rey, el torneo con más historia del fútbol español, repite formato con eliminatorias a partido único. El Barcelona es el equipo con más títulos en su haber (32), seguido por el Athletic (24) y el Real Madrid (20). Los azulgranas defienden corona."
2026-01-07 03:45:00,"Teledeporte","Supercopa de España 2012",NA,"Otros",NA,NA,100,"El primer clásico de la temporada llega muy pronto para ambos equipos. Casi sin acabar su puesta a punto, culés y merengues se dan cita en un encuentro lleno de tensión y emoción, que vuelve a poner cara a cara a Tito Vilanova y José Mourinho."
2026-01-07 05:20:00,"Teledeporte","Supercopa de España 2012",NA,"Otros",NA,NA,100,"El error de Víctor Valdés permitió salir al Real Madrid con vida del Camp Nou. Con el 3-2 del partido de ida a favor de los azulgranas, la Supercopa sigue abierta y ambos conjuntos tienen opciones de hacerse con el primer torneo de la temporada."
2026-01-07 07:00:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,10,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2026-01-07 07:10:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,10,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2026-01-07 07:20:00,"Teledeporte","Programa Dakar 2026",NA,"Rally Dakar",NA,NA,120,"Un resumen de cada una de las etapas del Dakar."
2026-01-07 09:20:00,"Teledeporte","Copa del Rey",NA,"Copa del Rey",NA,NA,65,"La Copa del Rey proclama al campeón de la temporada en Sevilla. La final, que siempre es la gran fiesta del fútbol español, tiene como aliciente este año a sus contendientes: Barcelona y Real Madrid protagonizan un Clásico a todo o nada."
2026-01-07 11:55:00,"Teledeporte","Copa del Rey",NA,"Copa del Rey",NA,NA,65,"La Copa del Rey, el torneo con más historia del fútbol español, repite formato con eliminatorias a partido único. El Barcelona es el equipo con más títulos en su haber (32), seguido por el Athletic (24) y el Real Madrid (20). Los azulgranas defienden corona."
2026-01-07 13:00:00,"Teledeporte","Sorteo copa del Rey: Octavos de final",NA,"Fútbol",NA,NA,25,"El sorteo de los octavos de final de la Copa del Rey se celebrará el miércoles 7 de enero de 2026, a partir de las 13:00 horas, en la Ciudad del Fútbol de Las Rozas."
2026-01-07 13:25:00,"Teledeporte","Supercopa de España 2013",NA,"Otros",NA,NA,105,"La Supercopa de España entre Barcelona y Atlético de Madrid sigue abierta tras el empate a uno en el Calderón. Pese a que Gerardo Martino y Neymar están a 90 minutos de alzar su primer trofeo como azulgrana, el conjunto de Simeone tratará de sorprender en el Camp Nou."
